id,15566-15567,15566-15568,15566-15569,15566-15570,15566-15571,15566-15572,15566-15573,15566-15574,15566-15575,15566-15576,15566-15577,15578-15579,15578-15580,15578-15581,15578-15582,15578-15583,15578-15584,15578-15585,15578-15586,15578-dibs_s1_0623_seepeoplethatincludeaspectsidentityfaculty,15578-dibs_s1_0623_seepeoplethatincludeaspectsidentitystaff
a63bca45-308f-11ee-bd49-0277fb2b250b,2,3,3,4,4,3,4,5,4,4,3,4,3,5,5,4,3,5,4,4,4
0b3a2536-3091-11ee-bd49-0277fb2b250b,4,5,5,4,5,5,3,5,5,5,4,4,5,5,4,4,4,3,4,5,5
0b4833de-3091-11ee-bd49-0277fb2b250b,4,4,4,3,5,2,3,5,4,5,4,4,5,5,5,4,4,4,4,5,4
0bb945fa-3091-11ee-bd49-0277fb2b250b,3,4,3,4,4,4,4,5,4,5,4,4,5,3,4,4,4,5,4,4,4
70e9aec3-3092-11ee-bd49-0277fb2b250b,4,3,3,3,4,4,5,5,5,5,2,4,5,3,4,4,4,4,4,4,4
d6bd50ca-3093-11ee-bd49-0277fb2b250b,5,4,5,5,5,3,3,5,3,5,4,5,5,5,5,5,5,5,5,5,5
7545483f-308b-11ee-bd49-0277fb2b250b,4,4,3,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,3,3
3c509db0-3095-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
d72360bc-3093-11ee-bd49-0277fb2b250b,2,4,3,4,4,3,3,5,3,5,3,4,4,4,4,3,5,3,3,3,3
d75c410b-3093-11ee-bd49-0277fb2b250b,3,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4
d69cb173-3093-11ee-bd49-0277fb2b250b,2,3,3,3,4,3,,5,5,3,3,3,5,5,5,4,4,4,5,5,5
a1c196b6-3096-11ee-bd49-0277fb2b250b,4,5,4,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
a21b9ff3-3096-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
a251e501-3096-11ee-bd49-0277fb2b250b,4,5,4,4,5,4,4,5,3,5,3,5,5,5,5,4,5,5,5,5,5
6d066f4f-3099-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
d316129f-309a-11ee-bd49-0277fb2b250b,3,4,4,4,5,5,5,5,5,5,4,4,5,5,4,3,4,3,4,3,3
d3a98810-309a-11ee-bd49-0277fb2b250b,4,3,4,5,5,2,2,5,4,5,2,4,5,4,4,4,4,5,5,5,5
6d9227a7-3099-11ee-bd49-0277fb2b250b,3,4,4,4,5,4,3,5,3,4,3,4,4,4,4,4,4,4,3,4,4
9e506c43-309d-11ee-bd49-0277fb2b250b,3,4,4,4,4,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4
9df26c6f-309d-11ee-bd49-0277fb2b250b,4,5,5,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5
9ed0c776-309d-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9e28edf1-309d-11ee-bd49-0277fb2b250b,3,4,5,4,3,1,2,4,3,4,2,3,3,2,3,3,3,4,4,3,3
9eb47be8-309d-11ee-bd49-0277fb2b250b,3,4,4,4,5,2,2,5,4,4,4,5,5,4,5,5,5,5,4,4,4
0b5b863a-3091-11ee-bd49-0277fb2b250b,2,4,4,4,4,2,2,5,4,5,3,2,3,4,1,4,4,3,3,4,4
03fdf259-309f-11ee-bd49-0277fb2b250b,4,5,5,4,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5
03fef2d0-309f-11ee-bd49-0277fb2b250b,3,5,3,5,5,5,2,4,5,5,3,5,3,5,3,3,3,1,2,2,2
cee27a3f-30a1-11ee-bd49-0277fb2b250b,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
cef7a32f-30a1-11ee-bd49-0277fb2b250b,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
69d1ca23-30a0-11ee-bd49-0277fb2b250b,3,4,4,4,5,5,3,5,5,5,4,5,4,4,2,5,5,5,5,5,5
69f107b0-30a0-11ee-bd49-0277fb2b250b,5,4,5,4,4,4,4,5,4,5,4,4,5,5,4,4,4,5,4,4,4
cf5caa3e-30a1-11ee-bd49-0277fb2b250b,4,4,5,3,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5
9ae60d7f-30a4-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
65610db0-30a7-11ee-bd49-0277fb2b250b,3,4,3,5,5,5,5,5,5,5,5,4,4,4,,4,4,4,4,4,4
001dc428-30a6-11ee-bd49-0277fb2b250b,2,4,4,4,4,2,2,5,4,5,3,4,5,5,4,4,4,4,4,4,4
351c0e9d-30a3-11ee-bd49-0277fb2b250b,4,3,4,3,3,3,3,3,3,3,3,4,4,4,2,4,4,5,5,5,5
68a86679-30a7-11ee-bd49-0277fb2b250b,4,4,4,3,4,3,3,4,4,4,4,,,,,,,,,,
cb59ff16-30a8-11ee-bd49-0277fb2b250b,2,5,2,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
654c0c26-30a7-11ee-bd49-0277fb2b250b,4,3,5,5,5,4,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5
cc14e64e-30a8-11ee-bd49-0277fb2b250b,3,5,3,5,4,3,3,5,4,5,3,4,4,4,3,4,4,3,4,4,4
cc3ca240-30a8-11ee-bd49-0277fb2b250b,4,3,5,4,5,2,2,5,3,5,4,3,5,5,3,3,3,3,3,4,4
312397a3-30aa-11ee-bd49-0277fb2b250b,3,4,3,3,5,4,3,5,3,4,4,5,5,5,5,5,5,5,5,5,5
96758e28-30ab-11ee-bd49-0277fb2b250b,3,4,4,5,5,2,1,5,5,5,4,4,5,5,3,4,4,5,5,5,5
968fa805-30ab-11ee-bd49-0277fb2b250b,3,4,4,4,4,2,2,5,3,5,4,4,4,4,3,3,4,4,3,4,4
fbff8256-30ac-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
61af704e-30ae-11ee-bd49-0277fb2b250b,3,4,4,4,4,4,4,5,4,5,3,3,4,4,4,4,4,2,3,3,3
6189fd53-30ae-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
61c3e3fe-30ae-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
cfc74845-30a1-11ee-bd49-0277fb2b250b,5,4,4,4,5,3,4,5,3,3,4,5,5,5,5,5,5,5,5,5,5
ca98eff2-30af-11ee-bd49-0277fb2b250b,4,3,3,4,4,4,3,5,3,5,3,4,4,3,4,4,4,5,4,4,4
cbe8760f-30af-11ee-bd49-0277fb2b250b,4,4,5,5,4,4,4,5,5,4,4,4,4,5,5,5,4,4,5,5,4
c73dc798-30af-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
922f0d52-30b2-11ee-bd49-0277fb2b250b,4,4,4,3,5,2,2,5,3,4,3,4,4,4,4,4,4,4,4,4,4
2ccb585d-30b1-11ee-bd49-0277fb2b250b,5,5,5,5,4,5,4,5,4,5,4,5,5,5,4,5,5,4,5,5,5
9b573a02-30b2-11ee-bd49-0277fb2b250b,3,4,3,5,5,2,2,5,3,5,3,3,3,3,4,5,5,5,4,4,4
9bbc0f74-30b2-11ee-bd49-0277fb2b250b,3,3,3,3,3,3,3,5,2,3,5,2,3,3,2,4,3,3,4,3,2
9ba74548-30b2-11ee-bd49-0277fb2b250b,4,3,4,4,4,4,4,5,3,5,3,4,4,4,4,4,4,4,4,4,4
f7ebaa79-30b3-11ee-bd49-0277fb2b250b,4,5,5,4,4,4,2,5,2,5,4,4,5,5,5,5,5,3,4,4,4
f982cc5b-30b3-11ee-bd49-0277fb2b250b,2,4,4,4,4,2,2,5,3,5,2,4,4,4,4,5,5,4,4,5,5
f96fdb2b-30b3-11ee-bd49-0277fb2b250b,4,5,5,4,5,3,2,5,4,5,3,4,5,5,4,4,3,3,4,4,4
28c88fb3-30b8-11ee-bd49-0277fb2b250b,4,4,4,4,4,3,2,5,4,5,3,4,4,4,4,4,4,4,5,4,4
358bc72a-30a3-11ee-bd49-0277fb2b250b,4,3,4,4,5,4,2,5,2,5,3,4,4,3,5,5,5,5,5,5,5
5d6b4fc4-30b5-11ee-bd49-0277fb2b250b,3,4,3,2,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,2,3
72a816a0-3092-11ee-bd49-0277fb2b250b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8e8844ae-30b9-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8e8037b8-30b9-11ee-bd49-0277fb2b250b,2,4,3,1,5,4,2,5,4,5,3,,,,,,,,,,
8e726221-30b9-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5
8e5fa7ea-30b9-11ee-bd49-0277fb2b250b,4,3,4,4,5,3,2,5,4,4,3,4,4,4,4,4,5,5,5,5,5
f40c7bb9-30ba-11ee-bd49-0277fb2b250b,4,4,3,4,5,3,2,5,2,4,4,3,4,4,4,4,4,4,4,4,4
f4945312-30ba-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
598d1547-30bc-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,
70c4ecd7-3092-11ee-bd49-0277fb2b250b,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
f48ecb67-30ba-11ee-bd49-0277fb2b250b,3,4,4,4,3,3,3,5,5,5,3,3,4,4,4,3,4,3,3,3,3
922ff724-30b2-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,3,5,4,4,3,4,4,4,5,4,4
59ac5ab5-30bc-11ee-bd49-0277fb2b250b,4,3,4,4,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4
bf4c1135-30bd-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5
2533e39c-30bf-11ee-bd49-0277fb2b250b,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8b12dcc6-30c0-11ee-bd49-0277fb2b250b,4,3,5,2,5,2,2,5,4,5,4,4,5,5,4,4,4,4,4,4,4
f01c20f4-30c1-11ee-bd49-0277fb2b250b,1,3,3,3,5,4,4,5,3,4,3,3,4,4,5,4,4,5,5,5,5
24d668df-30bf-11ee-bd49-0277fb2b250b,3,2,4,2,4,5,4,3,3,4,3,3,3,3,4,4,4,4,3,4,4
8a78a364-30c0-11ee-bd49-0277fb2b250b,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5
2124a777-30c6-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
86b0e243-30c7-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5
bb602839-30c4-11ee-bd49-0277fb2b250b,4,4,4,4,5,4,4,5,3,5,3,3,4,3,4,3,3,5,2,3,3
86cb5bde-30c7-11ee-bd49-0277fb2b250b,2,4,4,5,3,5,5,5,4,4,2,3,4,4,4,4,4,4,2,4,4
ec37aede-30c8-11ee-bd49-0277fb2b250b,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
86dd3281-30c7-11ee-bd49-0277fb2b250b,4,4,4,4,5,4,2,5,4,4,3,4,4,5,4,4,4,4,4,4,
b7944d52-30cb-11ee-bd49-0277fb2b250b,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
b7ab4761-30cb-11ee-bd49-0277fb2b250b,4,3,4,4,4,2,2,5,3,4,2,4,4,4,4,4,4,4,4,4,4
1d346b76-30cd-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4
1d36cb06-30cd-11ee-bd49-0277fb2b250b,3,3,5,4,4,3,4,5,2,4,4,4,4,5,4,3,3,3,4,4,4
1d3c7cdf-30cd-11ee-bd49-0277fb2b250b,5,3,3,3,5,3,3,4,3,3,3,3,3,3,4,3,2,3,4,3,3
82db1085-30ce-11ee-bd49-0277fb2b250b,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
e86d7fbc-30cf-11ee-bd49-0277fb2b250b,3,4,4,4,4,4,,5,4,5,4,4,4,4,3,4,4,3,5,3,4
4e042078-30d1-11ee-bd49-0277fb2b250b,2,4,4,3,5,4,2,5,4,5,4,4,5,4,4,5,5,5,5,4,4
4e3a7588-30d1-11ee-bd49-0277fb2b250b,3,3,3,3,4,4,3,5,4,4,3,3,4,3,4,4,3,4,4,3,3
4e326b7c-30d1-11ee-bd49-0277fb2b250b,4,5,3,5,5,2,2,5,4,5,4,3,4,5,5,5,5,4,5,4,4
4e31fa0a-30d1-11ee-bd49-0277fb2b250b,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4dff9b21-30d1-11ee-bd49-0277fb2b250b,3,5,3,4,5,4,2,5,5,5,4,4,5,5,4,4,3,4,4,4,3
4e5adb04-30d1-11ee-bd49-0277fb2b250b,3,4,3,4,2,3,2,5,4,5,2,4,5,5,5,5,4,4,4,5,5
194635f1-30d4-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19392871-30d4-11ee-bd49-0277fb2b250b,3,5,4,5,5,4,2,5,3,4,2,4,5,5,4,4,5,5,5,5,5
194f52d9-30d4-11ee-bd49-0277fb2b250b,3,5,4,5,4,3,3,5,5,5,3,4,4,5,5,5,5,4,4,4,4
7ee983bc-30d5-11ee-bd49-0277fb2b250b,4,4,4,4,5,3,3,5,4,5,4,4,4,4,3,3,3,3,4,4,4
afea68ca-30d9-11ee-bd49-0277fb2b250b,4,4,2,5,4,4,4,5,3,5,3,4,4,4,4,4,4,4,4,4,4
156b70bf-30db-11ee-bd49-0277fb2b250b,3,3,4,4,3,2,3,5,5,5,2,3,5,5,2,3,3,3,4,4,4
e0b60663-30dd-11ee-bd49-0277fb2b250b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7b1e1290-30dc-11ee-bd49-0277fb2b250b,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
b3e5f65b-30d2-11ee-bd49-0277fb2b250b,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1189bf73-30e2-11ee-bd49-0277fb2b250b,3,4,4,4,5,2,2,5,3,5,3,5,4,4,4,4,4,5,4,5,5
11852302-30e2-11ee-bd49-0277fb2b250b,4,5,5,5,4,2,2,5,5,5,4,4,5,5,,4,4,4,5,5,5
77a3af32-30e3-11ee-bd49-0277fb2b250b,3,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
11864926-30e2-11ee-bd49-0277fb2b250b,3,4,4,3,5,4,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5
dcc54928-30e4-11ee-bd49-0277fb2b250b,4,3,4,4,5,3,4,5,3,5,3,5,4,4,5,4,4,4,4,4,4
cafd1047-30a8-11ee-bd49-0277fb2b250b,4,5,5,5,4,2,2,5,5,4,4,4,4,5,3,3,4,3,4,3,3
0db0af05-30e9-11ee-bd49-0277fb2b250b,2,4,3,4,4,3,3,4,3,4,3,4,4,3,4,3,3,3,3,4,4
a80826a4-30e7-11ee-bd49-0277fb2b250b,2,4,3,5,4,4,4,5,4,4,2,4,5,5,4,4,4,4,3,4,4
3ebbf72c-30ed-11ee-bd49-0277fb2b250b,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
da7def98-308c-11ee-bd49-0277fb2b250b,4,5,5,4,4,3,2,5,5,5,4,4,5,5,4,4,4,3,4,3,4
a45801f9-30ee-11ee-bd49-0277fb2b250b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
a434f6df-30ee-11ee-bd49-0277fb2b250b,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3
a4368afa-30ee-11ee-bd49-0277fb2b250b,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3aad61f7-30f4-11ee-bd49-0277fb2b250b,2,4,4,4,4,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4
05fc74ed-30f7-11ee-bd49-0277fb2b250b,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
a80fb343-30e7-11ee-bd49-0277fb2b250b,3,3,3,2,3,2,2,4,3,4,3,3,3,4,3,3,3,3,4,4,
d147b0a2-30f9-11ee-bd49-0277fb2b250b,3,4,3,2,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4
d14829f1-30f9-11ee-bd49-0277fb2b250b,2,5,3,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
fe42e9a4-3104-11ee-bd49-0277fb2b250b,3,4,4,4,5,3,2,5,4,4,4,4,4,4,5,5,5,4,4,4,4
